81;72;0;5004296
80;72;0;5004320
73;71;1;5004339
16;122;0;5004395
74;71;1;5004414
71;68;1;5004445
74;72;1;5004476
82;71;0;5004608
82;71;0;5004628
74;69;1;5004646
81;67;0;5004682
81;67;0;5004700
80;66;0;5004719
82;72;0;5004737
82;72;0;5004755
83;72;0;5004773
77;73;0;5004791
74;70;1;5004809
72;73;1;5004840
76;70;1;5004870
76;70;1;5004900
83;71;0;5004930
82;69;0;5004948
77;67;1;5004966
82;70;0;5004995
82;70;0;5005013
82;70;0;5005031
77;71;1;5005049
77;72;1;5005151
71;71;1;5005185
77;69;1;5005216
80;73;0;5005247
75;74;1;5005266
70;68;1;5005296
72;72;1;5005327
81;68;0;5005357
81;68;0;5005375
73;74;1;5005393
79;74;0;5005424
73;70;1;5005442
73;66;1;5005473
80;67;1;5005503
82;68;0;5005534
82;68;0;5005552
76;71;1;5005570
74;68;1;5005601
80;72;0;5005631
78;67;1;5005650
80;71;1;5005680
72;67;1;5005711
83;70;0;5005742
75;73;1;5005760
72;69;1;5005790
77;68;1;5005829
77;70;1;5005863
72;74;1;5005903
76;69;1;5005935
79;71;1;5005970
73;67;1;5006005
71;70;1;5006037
82;74;0;5006072
82;74;0;5006090
72;71;1;5006109
78;122;0;5006143
11;47;0;5006162
21;71;0;5006180
72;68;1;5006198
83;124;0;5006233
61;68;1;5006252
74;71;1;5006286
87;52;0;5006321
59;87;0;5006339
59;87;0;5006357
59;87;0;5006375
58;75;1;5006393
70;70;1;5006428
32;18;0;5006463
102;71;0;5006481
95;35;0;5006500
126;67;0;5006518
44;96;0;5006536
90;68;0;5006554
79;71;1;5006571
27;82;0;5006606
29;59;0;5006624
98;84;0;5006642
40;62;0;5006660
83;99;0;5006677
72;43;0;5006695
21;70;0;5006713
27;88;0;5006731
71;67;1;5006749
78;122;0;5006783
105;120;0;5006802
68;119;0;5006820
98;66;0;5006838
86;25;0;5006856
71;71;1;5006874
110;53;0;5006909
87;59;0;5006927
38;67;0;5006945
119;66;0;5006963
23;84;0;5006981
27;55;0;5006999
126;116;0;5007017
48;86;0;5007035
20;63;0;5007053
76;86;0;5007071
57;71;1;5007088
83;95;0;5007123
70;27;0;5007141
62;49;0;5007159
59;59;1;5007177
59;87;0;5007212
17;105;0;5007230
23;93;0;5007247
112;83;0;5007265
101;123;0;5007283
38;86;0;5007301
114;86;0;5007318
34;8;0;5007336
83;124;0;5007354
125;108;0;5007372
86;97;0;5007390
94;7;0;5007408
82;69;0;5007426
126;52;0;5007443
91;9;0;5007461
73;71;1;5007479
123;123;0;5007514
127;27;0;5007532
64;0;0;5007550
64;0;0;5007567
5;7;0;5007585
65;123;0;5007603
126;12;0;5007621
79;8;0;5007639
12;105;0;5007657
20;36;0;5007675
17;6;0;5007693
121;110;0;5007711
121;110;0;5007729
112;68;0;5007746
71;71;1;5007764
33;63;0;5007798
71;69;1;5007817
88;68;0;5007851
33;43;0;5007869
67;106;0;5007886
95;35;0;5007904
21;71;0;5007922
44;96;0;5007940
39;80;0;5007957
26;66;0;5007975
110;85;0;5007993
17;83;0;5008011
120;47;0;5008029
42;85;0;5008047
71;68;1;5008064
90;103;0;5008100
118;119;0;5008118
59;61;1;5008136
127;87;0;5008170
78;110;0;5008188
121;110;0;5008206
82;122;0;5008224
97;23;0;5008242
52;7;0;5008259
80;72;1;5008277
127;49;0;5008312
14;33;0;5008330
5;27;0;5008347
34;27;0;5008365
76;117;0;5008383
78;67;1;5008401
109;51;0;5008435
91;110;0;5008453
14;53;0;5008471
124;50;0;5008489
116;93;0;5008507
29;45;0;5008525
67;88;0;5008542
20;102;0;5008560
97;72;0;5008578
59;87;0;5008596
82;73;0;5008613
81;35;0;5008631
77;9;0;5008649
6;32;0;5008666
100;65;0;5008695
5;3;0;5008713
46;40;0;5008731
24;40;0;5008749
65;59;1;5008766
94;101;0;5008801
73;42;0;5008819
59;49;0;5008837
123;105;0;5008854
26;80;0;5008872
116;31;0;5008889
77;107;0;5008907
5;57;0;5008925
118;24;0;5008942
19;105;0;5008960
69;14;0;5008978
2;5;0;5008995
17;108;0;5009013
46;75;0;5009031
107;28;0;5009049
115;73;0;5009067
69;70;1;5009085
29;99;0;5009119
38;74;0;5009137
63;123;0;5009155
105;69;0;5009173
9;18;0;5009191
49;79;0;5009209
19;56;0;5009226
87;52;0;5009244
48;63;0;5009261
17;52;0;5009278
115;77;0;5009296
4;58;0;5009314
7;1;0;5009331
27;82;0;5009359
124;63;0;5009377
43;88;0;5009403
64;63;1;5009421
19;48;0;5009457
70;69;1;5009475
109;1;0;5009509
45;9;0;5009527
47;44;0;5009544
58;75;1;5009562
107;103;0;5009596
61;68;1;5009614
19;41;0;5009648
78;122;0;5009666
13;67;0;5044102
97;117;0;5049094
111;45;0;5050094
7;93;0;5055093
33;65;0;5058090
90;59;0;5063089
68;53;1;5071097
72;43;0;5074097
77;6;0;5075092
17;54;0;5076092
63;76;1;5078094
89;29;0;5079091
11;84;0;5088089
73;75;1;5112089
65;26;0;5121091
59;32;0;5129090
64;0;0;5141090
106;84;0;5143089
2;56;0;5144089
20;113;0;5149091
83;43;0;5154086
