-0.195;0;0.585292;5.02452e+06
-0.195;0;0.585572;5.02656e+06
-0.26;0;0.781376;5.02873e+06
-0.195;0;0.586652;5.05651e+06
-0.195;0;0.586932;5.0608e+06
-0.195;0;0.587212;5.06831e+06
-0.195;0;0.587492;5.07044e+06
-0.195;0;0.587772;5.08649e+06
-0.26;0;0.783576;5.1004e+06
-0.195;0;0.588852;5.10147e+06
-0.195;0;0.589132;5.1111e+06
-0.26;0;0.784936;5.12393e+06
-0.195;0;0.590212;5.125e+06
-0.195;0;0.590492;5.13464e+06
-0.195;0;0.590772;5.13999e+06
-0.195;0;0.591052;5.15604e+06
-0.195;0;0.591332;5.15926e+06
-0.195;0;0.591612;5.19242e+06
-0.26;0;0.787416;5.19884e+06
-0.195;0;0.592692;5.19991e+06
-0.195;0;0.592972;5.20313e+06
-0.195;0;0.593252;5.23095e+06
-0.195;0;0.593532;5.23524e+06
-0.195;0;0.593812;5.25236e+06
-0.195;0;0.594092;5.25878e+06
-0.195;0;0.594372;5.26414e+06
-0.195;0;0.594652;5.29731e+06
-0.26;0;0.790456;5.29837e+06
-0.195;0;0.595732;5.29945e+06
-0.26;0;0.791536;5.30694e+06
-0.195;0;0.596812;5.30801e+06
-0.195;0;0.597092;5.31123e+06
-0.195;0;0.597372;5.31552e+06
-0.195;0;0.597652;5.32301e+06
-0.195;0;0.597932;5.32409e+06
-0.195;0;0.598212;5.34335e+06
-0.195;0;0.598492;5.36153e+06
-0.195;0;0.598772;5.36475e+06
-0.195;0;0.599052;5.42785e+06
-0.26;0;0.794856;5.42892e+06
-0.195;0;0.600132;5.43e+06
-0.26;0;0.795936;5.43856e+06
-0.195;0;0.601212;5.43963e+06
-0.195;0;0.601492;5.44285e+06
-0.195;0;0.601772;5.45142e+06
-0.195;0;0.602052;5.4589e+06
-0.26;0;0.797856;5.47922e+06
-0.195;0;0.603132;5.4803e+06
-0.195;0;0.603412;5.50276e+06
-0.195;0;0.603692;5.51774e+06
-0.195;0;0.603972;5.52737e+06
-0.195;0;0.604252;5.5338e+06
